"","X","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","GHSI","WGI","ï..iso_code","continent","Obesity_rate","Vaccinationph2"
"3985",5282,"Italy",70,0.030110566,65798.49671,12609,23.021,205.859,950.3145714,35220.084,30.63142857,56.2,1.05,"ITA","Europe",19.9,30.63142857
"3986",976,"Belgium",56,0.030105951,58497.54643,1991.571429,18.571,375.564,661.2828571,42658.576,1.295714286,61,1.4,"BEL","Europe",22.1,1.295714286
"4003",996,"Belgium",52,0.030031833,54804.41729,1757.428571,18.571,375.564,586.5365714,42658.576,0,61,1.4,"BEL","Europe",22.1,0
"4005",8733,"Portugal",15,0.030030918,1538.775,715.1428571,21.502,112.371,18.14514286,27936.896,NA,60.3,1.2,"PRT","Europe",20.8,0
"4016",5283,"Italy",71,0.029981448,67127.35129,10427.14286,23.021,205.859,983.3221429,35220.084,35.68428571,56.2,1.05,"ITA","Europe",19.9,35.68428571
"4017",5092,"Ireland",45,0.029981057,13012.03343,405.8571429,13.928,69.874,344.0078571,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4025",977,"Belgium",57,0.029946036,59788.88529,2230,18.571,375.564,688.6607143,42658.576,2.311428571,61,1.4,"BEL","Europe",22.1,2.311428571
"4026",5293,"Italy",80,0.029942113,70635.79457,902.4285714,23.021,205.859,1200.457571,35220.084,90.62428571,56.2,1.05,"ITA","Europe",19.9,90.62428571
"4027",5291,"Italy",79,0.029940963,70544.36657,726.8571429,23.021,205.859,1180.522429,35220.084,84.42142857,56.2,1.05,"ITA","Europe",19.9,84.42142857
"4029",5290,"Italy",78,0.029927092,70460.98671,849.2857143,23.021,205.859,1160.398857,35220.084,77.94714286,56.2,1.05,"ITA","Europe",19.9,77.94714286
"4031",5289,"Italy",77,0.029924316,70333.792,1412.428571,23.021,205.859,1139.003143,35220.084,71.53285714,56.2,1.05,"ITA","Europe",19.9,71.53285714
"4032",5294,"Italy",81,0.029908931,70780.01386,1602,23.021,205.859,1220.036857,35220.084,96.95857143,56.2,1.05,"ITA","Europe",19.9,96.95857143
"4033",5248,"Italy",76,0.029905267,70135.33114,2100.714286,23.021,205.859,1117.869143,35220.084,64.93857143,56.2,1.05,"ITA","Europe",19.9,64.93857143
"4034",5287,"Italy",75,0.029904607,69870.29957,2741.857143,23.021,205.859,1097.052857,35220.084,58.58428571,56.2,1.05,"ITA","Europe",19.9,58.58428571
"4035",5284,"Italy",72,0.029899381,68193.37943,8137.428571,23.021,205.859,1015.609571,35220.084,41.18571429,56.2,1.05,"ITA","Europe",19.9,41.18571429
"4037",5286,"Italy",74,0.02988865,69489.19786,3958.428571,23.021,205.859,1072.521429,35220.084,52.68571429,56.2,1.05,"ITA","Europe",19.9,52.68571429
"4042",5285,"Italy",73,0.029869832,68957.67943,5585.857143,23.021,205.859,1045.285286,35220.084,46.88285714,56.2,1.05,"ITA","Europe",19.9,46.88285714
"4047",5103,"Ireland",14,0.029831543,924.3031429,353.4285714,13.928,69.874,8.049571429,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4055",5295,"Italy",82,0.029803787,71077.41143,3439.142857,23.021,205.859,1241.621857,35220.084,103.4142857,56.2,1.05,"ITA","Europe",19.9,103.4142857
"4063",1050,"Belgium",51,0.029768545,53545.46314,2526.714286,18.571,375.564,567.5008571,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4068",980,"Belgium",58,0.029690962,61196.90671,2344.285714,18.571,375.564,719.1287143,42658.576,3.184285714,61,1.4,"BEL","Europe",22.1,3.184285714
"4079",11652,"Uruguay",27,0.029648502,273.7327143,4.142857143,14.655,19.751,20.52633333,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4081",11511,"United Kingdom",53,0.029634081,36187.142,53134,18.517,272.898,656.4615,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,1.47
"4085",5296,"Italy",83,0.029613613,71587.38114,4930.428571,23.021,205.859,1265.552,35220.084,109.6671429,56.2,1.05,"ITA","Europe",19.9,109.6671429
"4107",1049,"Belgium",50,0.029538596,51953.28814,2407.142857,18.571,375.564,544.4974286,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4111",11522,"United Kingdom",63,0.029481568,62116.05914,5850,18.517,272.898,1245.538429,39753.244,34.92428571,77.9,1.38,"GBR","Europe",27.8,34.92428571
"4114",981,"Belgium",59,0.029469831,62507.78471,2036.142857,18.571,375.564,748.5237143,42658.576,4.384285714,61,1.4,"BEL","Europe",22.1,4.384285714
"4123",11523,"United Kingdom",64,0.029424396,62711.28429,5659.142857,18.517,272.898,1373.596286,39753.244,39.05857143,77.9,1.38,"GBR","Europe",27.8,39.05857143
"4128",11521,"United Kingdom",62,0.029413407,61499.21329,6719.571429,18.517,272.898,1152.631714,39753.244,31.35142857,77.9,1.38,"GBR","Europe",27.8,31.35142857
"4133",8756,"Portugal",37,0.02939255,6229.534571,589.4285714,21.502,112.371,224.8642857,27936.896,NA,60.3,1.2,"PRT","Europe",20.8,0
"4136",5297,"Italy",84,0.029382203,72219.48557,5754.571429,23.021,205.859,1289.694429,35220.084,115.2342857,56.2,1.05,"ITA","Europe",19.9,115.2342857
"4149",991,"Belgium",60,0.029325854,63638.414,1886,18.571,375.564,773.487,42658.576,5.591428571,61,1.4,"BEL","Europe",22.1,5.591428571
"4154",11524,"United Kingdom",65,0.029303047,63274.55186,5513.428571,18.517,272.898,1497.547143,39753.244,45.05571429,77.9,1.38,"GBR","Europe",27.8,45.05571429
"4156",11520,"United Kingdom",61,0.029292853,60657.77414,10219.42857,18.517,272.898,1089.359714,39753.244,27.47428571,77.9,1.38,"GBR","Europe",27.8,27.47428571
"4158",5093,"Ireland",46,0.029292591,13544.85529,399.5714286,13.928,69.874,359.2935714,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4164",11655,"Uruguay",30,0.029247813,336.5298571,17.42857143,14.655,19.751,29.04328571,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4168",1047,"Belgium",49,0.029235232,50640.03986,2194.285714,18.571,375.564,524.5681429,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4173",1882,"Canada",50,0.029210995,12099.77786,6661.714286,16.984,4.037,413.2038571,44017.591,0,75.3,1.52,"CAN","North America",29.4,0
"4183",11525,"United Kingdom",66,0.02915603,63800.27429,4517.857143,18.517,272.898,1607.545286,39753.244,50.75571429,77.9,1.38,"GBR","Europe",27.8,50.75571429
"4186",5298,"Italy",85,0.029137798,72913.76471,6177.285714,23.021,205.859,1314.182857,35220.084,119.8928571,56.2,1.05,"ITA","Europe",19.9,119.8928571
"4195",10057,"Spain",45,0.029111521,28542.74371,17407.42857,19.436,93.105,321.887,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4205",11519,"United Kingdom",60,0.029055007,59530.35914,12115.85714,18.517,272.898,1036.307714,39753.244,23.79714286,77.9,1.38,"GBR","Europe",27.8,23.79714286
"4207",11526,"United Kingdom",67,0.029045678,64165.08314,2915.285714,18.517,272.898,1689.526,39753.244,54.75285714,77.9,1.38,"GBR","Europe",27.8,54.75285714
"4209",11527,"United Kingdom",68,0.029023789,64333.84243,1591.714286,18.517,272.898,1772.408429,39753.244,58.95857143,77.9,1.38,"GBR","Europe",27.8,58.95857143
"4212",992,"Belgium",61,0.028996732,65022.88,2511.857143,18.571,375.564,796.787,42658.576,6.62,61,1.4,"BEL","Europe",22.1,6.62
"4219",11528,"United Kingdom",69,0.028945293,64599.04086,2534,18.517,272.898,1868.281429,39753.244,63.84714286,77.9,1.38,"GBR","Europe",27.8,63.84714286
"4225",5299,"Italy",86,0.028902925,73639.98586,6225.142857,23.021,205.859,1337.859143,35220.084,122.9528571,56.2,1.05,"ITA","Europe",19.9,122.9528571
"4230",11530,"United Kingdom",70,0.028871205,64846.19143,2287.857143,18.517,272.898,1968.816143,39753.244,69.12714286,77.9,1.38,"GBR","Europe",27.8,69.12714286
"4240",5094,"Ireland",47,0.028804174,14064.60386,320.5714286,13.928,69.874,374.946,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4242",11531,"United Kingdom",71,0.028798413,65064.71271,2059,18.517,272.898,2060.845143,39753.244,73.99571429,77.9,1.38,"GBR","Europe",27.8,73.99571429
"4256",11532,"United Kingdom",72,0.028716158,65289.97843,2306.142857,18.517,272.898,2154.057286,39753.244,78.93428571,77.9,1.38,"GBR","Europe",27.8,78.93428571
"4259",1046,"Belgium",48,0.028688837,49258.41086,2487,18.571,375.564,506.4638571,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4260",5300,"Italy",87,0.028688614,74378.21214,6515.142857,23.021,205.859,1361.497286,35220.084,125.49,56.2,1.05,"ITA","Europe",19.9,125.49
"4261",11651,"Uruguay",26,0.028685791,264.3458571,7.285714286,14.655,19.751,18.25642857,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4272",11533,"United Kingdom",73,0.028643461,65489.79186,1522.857143,18.517,272.898,2243.210857,39753.244,84.32142857,77.9,1.38,"GBR","Europe",27.8,84.32142857
"4281",993,"Belgium",62,0.028598579,66465.91443,2338,18.571,375.564,821.9208571,42658.576,7.762857143,61,1.4,"BEL","Europe",22.1,7.762857143
"4282",11517,"United Kingdom",59,0.028589813,58191.81029,15238.57143,18.517,272.898,980.8912857,39753.244,19.40142857,77.9,1.38,"GBR","Europe",27.8,19.40142857
"4289",11534,"United Kingdom",74,0.028562475,65699.29914,2641,18.517,272.898,2332.999857,39753.244,90.23,77.9,1.38,"GBR","Europe",27.8,90.23
"4300",5288,"Italy",88,0.028504201,75028.6924,6076,23.021,205.859,1384.4508,35220.084,128.08,56.2,1.05,"ITA","Europe",19.9,128.08
"4307",5095,"Ireland",48,0.028450271,14446.682,266.8571429,13.928,69.874,390.281,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4315",11535,"United Kingdom",75,0.028431332,66030.56729,3746.571429,18.517,272.898,2410.389143,39753.244,95.78142857,77.9,1.38,"GBR","Europe",27.8,95.78142857
"4317",11650,"Uruguay",25,0.028410788,248.1548571,5.142857143,14.655,19.751,16.28585714,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4325",5096,"Ireland",49,0.028299359,14825.80686,269.1428571,13.928,69.874,405.4367143,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4340",11536,"United Kingdom",76,0.02822192,66552.96343,6165,18.517,272.898,2488.830571,39753.244,100.9,77.9,1.38,"GBR","Europe",27.8,100.9
"4341",1057,"Belgium",63,0.028221832,67909.25557,2551,18.571,375.564,848.8324286,42658.576,9.302857143,61,1.4,"BEL","Europe",22.1,9.302857143
"4342",7938,"Norway",29,0.028198854,1651.724714,7.428571429,16.821,14.462,63.57557143,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4343",7935,"Norway",26,0.028197566,1616.596,15.28571429,16.821,14.462,47.98685714,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4345",7929,"Norway",20,0.028177007,1505.512286,15.71428571,16.821,14.462,23.93128571,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4346",7930,"Norway",21,0.028166894,1525.559714,16.57142857,16.821,14.462,27.56514286,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4350",7936,"Norway",27,0.028131004,1632.487571,9.714285714,16.821,14.462,53.04942857,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4352",2233,"China",4,0.028127385,1.379428571,825.5,10.641,147.674,NA,15308.712,NA,48.2,-1.45,"CHN","Asia",6.2,0
"4356",7937,"Norway",28,0.028090753,1642.263,7.714285714,16.821,14.462,58.36714286,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4359",1883,"Canada",51,0.028082092,13354.295,6765,16.984,4.037,437.0528571,44017.591,0.034285714,75.3,1.52,"CAN","North America",29.4,0.034285714
"4365",8797,"Portugal",38,0.028060389,6668.913571,663.1428571,21.502,112.371,238.5084286,27936.896,NA,60.3,1.2,"PRT","Europe",20.8,0
"4366",7934,"Norway",25,0.02805195,1597.934143,16,16.821,14.462,43.43128571,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4374",2860,"Denmark",38,0.028014963,3917.345857,464,19.677,136.52,575.454,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"4375",7933,"Norway",24,0.028002224,1578.383286,12,16.821,14.462,38.52042857,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4376",7939,"Norway",30,0.028002027,1666.152571,13.85714286,16.821,14.462,68.71371429,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4382",7931,"Norway",22,0.027994327,1542.418286,10.28571429,16.821,14.462,30.58466667,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4385",11656,"Uruguay",31,0.027981291,364.7718571,11.71428571,14.655,19.751,32.7625,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4388",5097,"Ireland",50,0.027971378,15217.05871,299.1428571,13.928,69.874,421.4348571,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4399",11512,"United Kingdom",54,0.027936963,39936.358,57403,18.517,272.898,685.8878571,39753.244,2.02,77.9,1.38,"GBR","Europe",27.8,2.02
"4404",11516,"United Kingdom",58,0.027926229,56374.68729,21322.57143,18.517,272.898,916.6715714,39753.244,14.92285714,77.9,1.38,"GBR","Europe",27.8,14.92285714
"4406",11537,"United Kingdom",77,0.027923545,67299.10471,8242.142857,18.517,272.898,2577.294429,39753.244,105.6742857,77.9,1.38,"GBR","Europe",27.8,105.6742857
"4407",10058,"Spain",46,0.027922979,31286.89943,18400.71429,19.436,93.105,347.02,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4408",7945,"Norway",23,0.027914657,1560.871,17.28571429,16.821,14.462,33.60428571,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4411",2159,"Chile",48,0.027901406,28560.29429,1396.714286,11.087,24.282,272.9694286,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4412",2156,"Chile",46,0.027900673,27559.89686,1386.142857,11.087,24.282,248.3732857,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4417",2146,"Chile",49,0.027889018,29082.20543,1524.285714,11.087,24.282,285.5854286,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4419",1045,"Belgium",47,0.027886072,47737.85843,3028.285714,18.571,375.564,488.8344286,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4420",2155,"Chile",45,0.027879435,27053.52643,1386.428571,11.087,24.282,235.9244286,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4421",2157,"Chile",47,0.027879208,28055.63429,1353.857143,11.087,24.282,260.6235714,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4432",2113,"Chile",44,0.027833461,26549.96657,1382.428571,11.087,24.282,223.8132857,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4441",2120,"Chile",50,0.027783768,29668.77714,1685,11.087,24.282,298.1242857,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4446",2112,"Chile",43,0.027757868,26042.77086,1435.285714,11.087,24.282,211.9367143,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4449",1023,"Belgium",64,0.027751699,69745.94629,3527.571429,18.571,375.564,879.04,42658.576,11.15,61,1.4,"BEL","Europe",22.1,11.15
"4457",1042,"Belgium",44,0.027703936,36143.735,15036,18.571,375.564,429.3491429,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4458",11660,"Uruguay",35,0.027701567,451.3432857,10.71428571,14.655,19.751,48.78471429,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4460",2111,"Chile",42,0.027693655,25501.46771,1456.857143,11.087,24.282,200.503,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4473",2110,"Chile",41,0.027660942,24956.42429,1567.714286,11.087,24.282,189.7854286,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4481",11646,"Uruguay",21,0.027616342,219.5845714,7.285714286,14.655,19.751,10.5792,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4483",2121,"Chile",51,0.02760135,30357.54486,1980,11.087,24.282,312.4791429,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4485",11657,"Uruguay",32,0.027595159,384.8571429,12.14285714,14.655,19.751,37.4358,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4489",2109,"Chile",40,0.027587975,24374.43314,1715.142857,11.087,24.282,178.0485714,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4491",2108,"Chile",39,0.027582447,23721.75043,1825.285714,11.087,24.282,165.5935714,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4497",7940,"Norway",31,0.027562367,1694.668286,30.28571429,16.821,14.462,74.92614286,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4508",11538,"United Kingdom",78,0.027524783,68319.70629,12009,18.517,272.898,2670.605143,39753.244,109.7557143,77.9,1.38,"GBR","Europe",27.8,109.7557143
"4513",2097,"Chile",38,0.027508811,23126.50129,1505.714286,11.087,24.282,155.749,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4521",10063,"Spain",50,0.027488216,37094.64157,8554.857143,19.436,93.105,426.043,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4522",2092,"Chile",37,0.02748605,22515.71914,1777.428571,11.087,24.282,144.8268571,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4529",11659,"Uruguay",34,0.02746157,435.808,7.285714286,14.655,19.751,45.2548,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4537",10061,"Spain",49,0.027446188,36062.59129,6554.857143,19.436,93.105,409.953,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4539",2091,"Chile",36,0.027438309,21879.276,1770.857143,11.087,24.282,133.6332857,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4541",10060,"Spain",48,0.027427664,34875.00429,8800,19.436,93.105,390.397,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4545",11648,"Uruguay",23,0.027406216,240.8174286,2.857142857,14.655,19.751,13.53942857,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4550",2094,"Chile",35,0.027397686,21231.06986,1737.142857,11.087,24.282,122.795,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4551",2122,"Chile",52,0.027397236,31121.40586,2113.857143,11.087,24.282,327.0028571,22767.037,0.036666667,58.3,1.05,"CHL","South America",28,0.036666667
"4552",10059,"Spain",47,0.027394219,33355.79286,12117.28571,19.436,93.105,369.838,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4559",1884,"Canada",52,0.027343752,14507.66229,6216.571429,16.984,4.037,459.6125714,44017.591,0.135714286,75.3,1.52,"CAN","North America",29.4,0.135714286
"4575",11649,"Uruguay",24,0.027304641,243.195,0.428571429,14.655,19.751,14.89442857,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4584",5098,"Ireland",51,0.027265367,15852.54614,636,13.928,69.874,438.9894286,67335.293,NA,59,1.32,"IRL","Europe",25.3,0
"4589",2116,"Chile",34,0.027256255,20593.74214,1732.857143,11.087,24.282,112.6552857,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4593",11647,"Uruguay",22,0.027248133,234.669,5.285714286,14.655,19.751,12.04066667,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4600",7928,"Norway",19,0.027227861,1479.191857,28.85714286,16.821,14.462,19.53285714,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4601",2123,"Chile",53,0.027227802,31644.2875,2493.5,11.087,24.282,334.273,22767.037,0.05,58.3,1.05,"CHL","South America",28,0.05
"4603",10064,"Spain",51,0.027218775,38505.30714,9670.142857,19.436,93.105,446.764,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4610",11469,"United Kingdom",12,0.027198821,140.4671429,1523.428571,18.517,272.898,NA,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"4637",2117,"Chile",33,0.027079333,19976.11157,1748.428571,11.087,24.282,103.1097143,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4640",1024,"Belgium",65,0.027066797,72195.30129,4543.857143,18.571,375.564,915.9437143,42658.576,13.70714286,61,1.4,"BEL","Europe",22.1,13.70714286
"4645",11515,"United Kingdom",57,0.027047699,53911.802,28667.85714,18.517,272.898,854.0567143,39753.244,10.78285714,77.9,1.38,"GBR","Europe",27.8,10.78285714
"4654",2124,"Chile",54,0.027028258,32308.49857,2886.142857,11.087,24.282,343.3468571,22767.037,0.052857143,58.3,1.05,"CHL","South America",28,0.052857143
"4660",7927,"Norway",18,0.026997174,1430.916286,42.14285714,16.821,14.462,15.34842857,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4664",2143,"Chile",32,0.026981418,19302.73557,1950.571429,11.087,24.282,93.98242857,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4669",1044,"Belgium",46,0.026958272,45519.559,4732.857143,18.571,375.564,471.2322857,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4686",1885,"Canada",53,0.026894153,15341.0305,7803,16.984,4.037,470.597,44017.591,0.24,75.3,1.52,"CAN","North America",29.4,0.24
"4688",11539,"United Kingdom",79,0.026888024,70005.17571,20607.57143,18.517,272.898,2769.634143,39753.244,113.3557143,77.9,1.38,"GBR","Europe",27.8,113.3557143
"4710",11661,"Uruguay",36,0.026829624,478.274,14.42857143,14.655,19.751,52.69,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4713",10065,"Spain",52,0.026817822,39836.03786,9085.571429,19.436,93.105,468.269,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4726",8758,"Portugal",39,0.026751624,7150.849143,722,21.502,112.371,252.2775714,27936.896,NA,60.3,1.2,"PRT","Europe",20.8,0
"4733",7941,"Norway",32,0.026709994,1753.817286,55.57142857,16.821,14.462,83.97757143,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4738",11658,"Uruguay",33,0.026691537,411.5008571,14.28571429,14.655,19.751,40.96283333,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4747",2142,"Chile",31,0.026652375,18608.71814,1880.285714,11.087,24.282,85.402,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"4768",11645,"Uruguay",20,0.026575873,209.747,3,14.655,19.751,9.199142857,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"4775",2125,"Chile",55,0.026555093,33589.31086,3933.714286,11.087,24.282,360.0958571,22767.037,0.065714286,58.3,1.05,"CHL","South America",28,0.065714286
"4780",7926,"Norway",17,0.026534137,1371.872,67,16.821,14.462,11.48814286,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"4793",11513,"United Kingdom",55,0.026488498,45796.70171,53100.71429,18.517,272.898,741.0944286,39753.244,4.582,77.9,1.38,"GBR","Europe",27.8,4.582
"4796",10066,"Spain",53,0.026449915,41057.5,17381.5,19.436,93.105,485.367,34272.36,NA,65.9,1.06,"ESP","Europe",23.8,0
"4816",11514,"United Kingdom",56,0.026380961,50451.80271,40573.71429,18.517,272.898,796.9802857,39753.244,7.11,77.9,1.38,"GBR","Europe",27.8,7.11
"4834",1886,"Canada",54,0.026302614,16212.82543,7935.571429,16.984,4.037,483.8305714,44017.591,0.384285714,75.3,1.52,"CAN","North America",29.4,0.384285714
"4849",1012,"Belgium",66,0.026248105,75131.73429,4758.857143,18.571,375.564,956.5755714,42658.576,16.41428571,61,1.4,"BEL","Europe",22.1,16.41428571
"4851",1043,"Belgium",45,0.026238428,42261.65714,7847.714286,18.571,375.564,453.6407143,42658.576,NA,61,1.4,"BEL","Europe",22.1,0
"4858",2141,"Chile",30,0.026222545,17872.19829,2159.571429,11.087,24.282,77.91957143,22767.037,NA,58.3,1.05,"CHL","South America",28,0
